Week,Name,Pos,Team,Opp,Projected,Actual,Injury?
4,Desmond Ridder,QB,ATL,JAX,13.4,6.24,N
4,Joshua Dobbs,QB,ARI,SF,12.5,23.4,N
4,Raheem Mostert,RB,MIA,BUF,14.3,5.5,N
4,Michael Thomas,WR,NO,TB,11.9,9.3,N
4,Jakobi Meyers,WR,LV,LAC,12.2,5.3,N
4,Nico Collins,WR,HOU,PIT,12.2,35.8,N
4,Gabe Davis,WR,BUF,MIA,10.6,15.1,N
4,Kendrick Bourne,WR,NE,DAL,11.1,5.6,N
4,Zach Wilson,QB,NYJ,KC,12.2,19.2,N
4,Joshua Kelley,RB,LAC,LV,13.4,6.5,N
4,Tyler Allgeier,RB,ATL,JAX,10.1,2.2,N
4,Kyren Williams,RB,LAR,IND,18,27.7,N
4,Zack Moss,RB,IND,LAR,14.3,9,N
4,Zay Flowers,WR,BAL,CLE,13.1,8,N
4,Puka Nacua,WR,LAR,IND,14.5,31.3,N
4,Jordan Addison,WR,MIN,CAR,11.1,0,N
4,Tutu Atwell,WR,LAR,IND,13.3,7.4,N
4,Jerome Ford,RB,CLE,BAL,11.9,9.5,N
4,Jaylen Warren,RB,PIT,HOU,10.6,11.5,N
4,Robert Woods,WR,HOU,PIT,10,5.6,N
4,Aidan O'Connell,QB,LV,LAC,15,9.82,N
4,Dorian Thompson-Robinson,QB,CLE,BAL,12.8,1.24,N
4,De'Von Achane,RB,MIA,BUF,12.6,27,N
4,Matt Breida,RB,NYG,SEA,11.2,12.8,N
4,Roschon Johnson,RB,CHI,DEN,11.1,2.5,N
4,Adam Thielen,WR,CAR,MIN,13.1,15.2,N
4,Tank Dell,WR,HOU,PIT,12.2,3.9,N
4,Joshua Palmer,WR,LAC,LV,11.5,10.7,N
4,Tyler Boyd,WR,CIN,TEN,10.4,6.6,N
4,Josh Downs,WR,IND,LAR,10.4,5.4,N
4,D.J. Chark Jr.,WR,CAR,MIN,10.2,4.8,N
4,DeVante Parker,WR,NE,DAL,10.1,5.3,N
4,Sam LaPorta,TE,DET,GB,10.7,9.6,N
5,Justin Jefferson,WR,MIN,KC,23.1,5.8,Y
5,Ja'Marr Chase,WR,CIN,ARI,20.6,52.2,N
5,Christian McCaffrey,RB,SF,DAL,22.2,13.8,N
5,Travis Kelce,TE,KC,MIN,17.7,22.7,N
5,Tyreek Hill,WR,MIA,NYG,20.5,32.1,N
5,Bijan Robinson,RB,ATL,HOU,18.4,11.8,N
5,Davante Adams,WR,LV,GB,22.2,8.5,N
5,Derrick Henry,RB,TEN,IND,14.8,9.2,N
5,Stefon Diggs,WR,BUF,JAX,18.1,24.1,N
5,Patrick Mahomes,QB,KC,MIN,22.4,19.24,N
5,Cooper Kupp,WR,LAR,PHI,17.1,19.8,N
5,Tony Pollard,RB,DAL,SF,18,8.4,N
5,CeeDee Lamb,WR,DAL,SF,16.3,8.9,N
5,Garrett Wilson,WR,NYJ,DEN,17.1,8.4,N
5,Josh Jacobs,RB,LV,GB,18.3,19.9,N
5,A.J. Brown,WR,PHI,LAR,18.8,18.7,N
5,Josh Allen,QB,BUF,JAX,20.7,27.76,N
5,Jalen Hurts,QB,PHI,LAR,21.9,27.32,N
5,Joe Mixon,RB,CIN,ARI,14.8,13.4,N
5,Jaylen Waddle,WR,MIA,NYG,13.5,14.5,N
5,Travis Etienne Jr.,RB,JAX,BUF,14.9,36.4,N
5,Chris Olave,WR,NO,NE,15,9.2,N
5,DeVonta Smith,WR,PHI,LAR,15.1,1.6,N
5,Lamar Jackson,QB,BAL,PIT,20.8,9.94,N
5,Joe Burrow,QB,CIN,ARI,18.3,23.38,N
5,Deebo Samuel,WR,SF,DAL,15.9,11.5,N
5,Mark Andrews,TE,BAL,PIT,12.5,12.5,N
5,Rhamondre Stevenson,RB,NE,NO,12.9,2.4,N
5,Calvin Ridley,WR,JAX,BUF,12.3,20.6,N
5,Dameon Pierce,RB,HOU,ATL,12.4,9.2,N
5,T.J. Hockenson,TE,MIN,KC,14.3,10.1,N
5,Justin Fields,QB,CHI,WAS,17.5,32.98,N
5,Darren Waller,TE,NYG,MIA,10.1,16.6,N
5,Christian Watson,WR,GB,LV,12,11.6,N
5,DeAndre Hopkins,WR,TEN,IND,13,22,N
5,Breece Hall,RB,NYJ,DEN,13.1,28.4,N
5,George Kittle,TE,SF,DAL,10.3,27.7,N
5,Alvin Kamara,RB,NO,NE,16.8,18.7,N
5,Alexander Mattison,RB,MIN,KC,13.7,12.6,N
5,D.J. Moore,WR,CHI,WAS,14.5,49,N
5,James Conner,RB,ARI,CIN,14.9,4.6,Y
5,Miles Sanders,RB,CAR,DET,13,1.2,Y
5,Trevor Lawrence,QB,JAX,BUF,15,15.7,N
5,James Cook,RB,BUF,JAX,14.8,5.1,N
5,Terry McLaurin,WR,WAS,CHI,13.2,8.9,N
5,Jonathan Taylor,RB,IND,TEN,12.9,4.4,N
5,Isiah Pacheco,RB,KC,MIN,14.9,13.4,N
5,Brandon Aiyuk,WR,SF,DAL,15.5,9.8,N
5,Jerry Jeudy,WR,DEN,NYJ,11.9,11,N
5,David Montgomery,RB,DET,CAR,17.8,20.9,N
5,George Pickens,WR,PIT,BAL,13.1,26.6,N
5,Evan Engram,TE,JAX,BUF,10.2,6.8,N
5,Marquise Brown,WR,ARI,CIN,14.2,16.1,N
5,Christian Kirk,WR,JAX,BUF,12,14.4,N
5,Kirk Cousins,QB,MIN,KC,17.8,19.86,N
5,D'Andre Swift,RB,PHI,LAR,15.8,16.8,N
5,Michael Pittman Jr.,WR,IND,TEN,13,10.2,N
5,Dak Prescott,QB,DAL,SF,15.7,4.32,N
5,Khalil Herbert,RB,CHI,WAS,11.9,7.6,Y
5,Courtland Sutton,WR,DEN,NYJ,11.7,2.3,N
5,Jahan Dotson,WR,WAS,CHI,10.3,6,N
5,Brian Robinson Jr.,RB,WAS,CHI,14,8.3,N
5,Russell Wilson,QB,DEN,NYJ,17.7,18.74,N
5,Tua Tagovailoa,QB,MIA,NYG,19,16.92,N
5,Daniel Jones,QB,NYG,MIA,15.8,7.16,Y
5,Anthony Richardson,QB,IND,TEN,20.6,4.42,Y
5,Sam Howell,QB,WAS,CHI,16.3,25.42,N
5,Matthew Stafford,QB,LAR,PHI,15.8,16.88,N
5,Jared Goff,QB,DET,CAR,14.8,27.44,N
5,Jimmy Garoppolo,QB,LV,GB,15,10.72,N
5,Jordan Love,QB,GB,LV,18.2,4.98,N
5,Derek Carr,QB,NO,NE,13.5,15.72,N
5,Mac Jones,QB,NE,NO,12.8,-1.6,N
5,Ryan Tannehill,QB,TEN,IND,14.4,9.76,N
5,Kenny Pickett,QB,PIT,BAL,12.7,12.36,N
5,Bryce Young,QB,CAR,DET,12.3,18.28,N
5,Brock Purdy,QB,SF,DAL,16.5,26.08,N
5,C.J. Stroud,QB,HOU,ATL,16.8,14.16,N
5,Desmond Ridder,QB,ATL,HOU,13.4,26.16,N
5,Joshua Dobbs,QB,ARI,CIN,18.4,8.74,N
5,Raheem Mostert,RB,MIA,NYG,14.5,15.8,N
5,Samaje Perine,RB,DEN,NYJ,11.7,11.5,N
5,Michael Thomas,WR,NO,NE,11.3,10.5,N
5,Jakobi Meyers,WR,LV,GB,12.2,20.5,N
5,Nico Collins,WR,HOU,ATL,13.9,6.9,N
5,Zach Wilson,QB,NYJ,DEN,17.4,8.56,N
5,Kyren Williams,RB,LAR,PHI,17.5,7.7,N
5,Zay Flowers,WR,BAL,PIT,12.1,12.3,N
5,Puka Nacua,WR,LAR,PHI,14.6,20.1,N
5,Zay Jones,WR,JAX,BUF,10.4,11.3,Y
5,Jordan Addison,WR,MIN,KC,10.4,18.4,N
5,Tutu Atwell,WR,LAR,PHI,10.6,8.9,N
5,Romeo Doubs,WR,GB,LV,10.9,1.4,N
5,Jaylen Warren,RB,PIT,BAL,11.7,10.9,N
5,Robert Woods,WR,HOU,ATL,10,6,N
5,De'Von Achane,RB,MIA,NYG,16.2,21.5,Y
5,Matt Breida,RB,NYG,MIA,12.5,3.4,N
5,Adam Thielen,WR,CAR,DET,14.1,27.7,N
5,Tank Dell,WR,HOU,ATL,11.8,8.3,Y
5,Tyler Boyd,WR,CIN,ARI,11.7,9.9,N
5,Sam LaPorta,TE,DET,CAR,10.5,19.7,N
5,Jaleel McLaughlin,RB,DEN,NYJ,11.2,17.9,N
5,Rashee Rice,WR,KC,MIN,10.3,13.3,N
5,Jake Ferguson,TE,DAL,SF,10.2,5.8,N
6,Ja'Marr Chase,WR,CIN,SEA,21.7,14,N
6,Christian McCaffrey,RB,SF,CLE,22.7,14.2,Y
6,Austin Ekeler,RB,LAC,DAL,19,10.2,N
6,Travis Kelce,TE,KC,DEN,18,21.4,N
6,Tyreek Hill,WR,MIA,CAR,21.9,28.3,N
6,Bijan Robinson,RB,ATL,WAS,17.6,13,N
6,Davante Adams,WR,LV,NE,19.6,4.9,N
6,Saquon Barkley,RB,NYG,BUF,15.8,13.8,N
6,Derrick Henry,RB,TEN,BAL,13.8,19.3,N
6,Stefon Diggs,WR,BUF,NYG,18.8,20,N
6,Patrick Mahomes,QB,KC,DEN,24.5,17.34,N
6,Cooper Kupp,WR,LAR,ARI,20.2,27.8,N
6,Tony Pollard,RB,DAL,LAC,18.5,17,N
6,CeeDee Lamb,WR,DAL,LAC,15.3,18.7,N
6,Garrett Wilson,WR,NYJ,PHI,14.8,17,N
6,Josh Jacobs,RB,LV,NE,18.2,11.3,N
6,A.J. Brown,WR,PHI,NYJ,16.9,20.1,N
6,Josh Allen,QB,BUF,NYG,22.9,13.86,N
6,Amon-Ra St. Brown,WR,DET,TB,15.7,30.4,N
6,Jalen Hurts,QB,PHI,NYJ,21.6,19.9,N
6,Joe Mixon,RB,CIN,SEA,14.2,9.2,N
6,DK Metcalf,WR,SEA,CIN,13.8,10.9,N
6,Jaylen Waddle,WR,MIA,CAR,14.9,18.1,N
6,Tee Higgins,WR,CIN,SEA,14,4,N
6,Travis Etienne Jr.,RB,JAX,IND,17,23.3,N
6,Chris Olave,WR,NO,HOU,14.3,16.6,N
6,DeVonta Smith,WR,PHI,NYJ,14.3,9.4,N
6,Lamar Jackson,QB,BAL,TEN,21.4,17.12,N
6,Joe Burrow,QB,CIN,SEA,17.8,13.8,N
6,Deebo Samuel,WR,SF,CLE,14.4,1.1,Y
6,Mark Andrews,TE,BAL,TEN,13,10.9,N
6,Rhamondre Stevenson,RB,NE,LV,12.2,18,N
6,Calvin Ridley,WR,JAX,IND,14,6.6,N
6,Keenan Allen,WR,LAC,DAL,17.7,21.5,N
6,Dameon Pierce,RB,HOU,NO,12.6,3.4,N
6,Amari Cooper,WR,CLE,SF,13.4,14.8,N
6,Justin Herbert,QB,LAC,DAL,18.6,19.08,N
6,T.J. Hockenson,TE,MIN,CHI,14.6,11,N
6,Justin Fields,QB,CHI,MIN,20.3,4.92,Y
6,Darren Waller,TE,NYG,BUF,11.5,9.3,N
6,DeAndre Hopkins,WR,TEN,BAL,14.8,3,N
6,Breece Hall,RB,NYJ,PHI,13.3,20.3,N
6,George Kittle,TE,SF,CLE,10,1.1,N
6,Kenneth Walker III,RB,SEA,CIN,16.7,17.9,N
6,Alvin Kamara,RB,NO,HOU,17.9,17.4,N
6,Rachaad White,RB,TB,DET,12,6.8,N
6,Alexander Mattison,RB,MIN,CHI,13.6,11.2,N
6,D.J. Moore,WR,CHI,MIN,17,10.1,N
6,Chris Godwin,WR,TB,DET,13.9,13.7,N
6,Trevor Lawrence,QB,JAX,IND,17.5,14.74,Y
6,James Cook,RB,BUF,NYG,14.5,7.1,N
6,Dallas Goedert,TE,PHI,NYJ,10.2,9.2,N
6,Mike Evans,WR,TB,DET,16.9,8.9,N
6,Terry McLaurin,WR,WAS,ATL,11.6,14.1,N
6,Jonathan Taylor,RB,IND,JAX,11.9,11.5,N
6,Tyler Lockett,WR,SEA,CIN,13.8,15.4,N
6,Javonte Williams,RB,DEN,KC,10.2,7.2,N
6,Isiah Pacheco,RB,KC,DEN,17.5,15.8,N
6,Brandon Aiyuk,WR,SF,CLE,14.5,11.6,N
6,Jerry Jeudy,WR,DEN,KC,12.8,4.4,N
6,David Montgomery,RB,DET,TB,19.3,4.3,Y
6,Drake London,WR,ATL,WAS,10.2,21.5,N
6,Evan Engram,TE,JAX,IND,10.6,11.1,N
6,Marquise Brown,WR,ARI,LAR,14.6,7.4,N
6,Christian Kirk,WR,JAX,IND,13.7,13.9,N
6,Kirk Cousins,QB,MIN,CHI,20.1,8.74,N
6,D'Andre Swift,RB,PHI,NYJ,15.9,17.8,N
6,Michael Pittman Jr.,WR,IND,JAX,14.7,19.9,N
6,Dak Prescott,QB,DAL,LAC,16.2,24.88,N
6,Courtland Sutton,WR,DEN,KC,12.5,14.6,N
6,Brian Robinson Jr.,RB,WAS,ATL,10.5,13.6,N
6,Geno Smith,QB,SEA,CIN,16.3,11.04,N
6,Russell Wilson,QB,DEN,KC,16.7,6.9,N
6,Tua Tagovailoa,QB,MIA,CAR,20.3,22.48,N
6,Sam Howell,QB,WAS,ATL,14,18.34,N
6,Matthew Stafford,QB,LAR,ARI,16.9,13.24,N
6,Jared Goff,QB,DET,TB,14,22.42,N
6,Jimmy Garoppolo,QB,LV,NE,12.8,8.88,Y
6,Derek Carr,QB,NO,HOU,14.6,16.32,N
6,Mac Jones,QB,NE,LV,13,5.9,N
6,Baker Mayfield,QB,TB,DET,15.9,6.84,N
6,Ryan Tannehill,QB,TEN,BAL,13.3,1.04,Y
6,Bryce Young,QB,CAR,MIA,14.9,12.68,N
6,Brock Purdy,QB,SF,CLE,15.9,7.7,N
6,C.J. Stroud,QB,HOU,NO,15.8,14.16,N
6,Desmond Ridder,QB,ATL,WAS,14.6,16.08,N
6,Joshua Dobbs,QB,ARI,LAR,16.3,10.1,N
6,Raheem Mostert,RB,MIA,CAR,18.2,34.2,N
6,Michael Thomas,WR,NO,HOU,12.7,9.5,N
6,Jakobi Meyers,WR,LV,NE,14,17.1,N
6,Nico Collins,WR,HOU,NO,15,12,N
6,Gabe Davis,WR,BUF,NYG,10.9,3.1,N
6,Kendrick Bourne,WR,NE,LV,10.3,19.3,N
6,Zach Wilson,QB,NYJ,PHI,13.6,10.94,N
6,Tyler Allgeier,RB,ATL,WAS,10,5.1,N
6,Kyren Williams,RB,LAR,ARI,18.8,21.8,N
6,Zack Moss,RB,IND,JAX,10.4,17.9,N
6,Zay Flowers,WR,BAL,TEN,13.6,17.1,N
6,Puka Nacua,WR,LAR,ARI,15.5,6.6,N
6,Jordan Addison,WR,MIN,CHI,13.3,11.8,N
6,Tutu Atwell,WR,LAR,ARI,10.5,4,N
6,Gardner Minshew,QB,IND,JAX,13.9,9.56,N
6,Jerome Ford,RB,CLE,SF,12.6,11.1,N
6,Robert Woods,WR,HOU,NO,10.8,7.6,N
6,Elijah Moore,WR,CLE,SF,11.1,6.7,N
6,Adam Thielen,WR,CAR,MIA,15.8,28.5,N
6,Joshua Palmer,WR,LAC,DAL,11.6,10,N
6,Josh Downs,WR,IND,JAX,11.4,13.1,N
6,Sam LaPorta,TE,DET,TB,10.4,7.6,N
6,Tyrod Taylor,QB,NYG,BUF,13,10.4,N
6,Chuba Hubbard,RB,CAR,MIA,12.1,16,N
6,D'Onta Foreman,RB,CHI,MIN,10.6,7.7,N
6,Emari Demercado,RB,ARI,LAR,10,2.7,N
6,K.J. Osborn,WR,MIN,CHI,12.9,8.8,N
6,Jonathan Mingo,WR,CAR,MIA,10.1,4.1,N
6,Cole Kmet,TE,CHI,MIN,10.7,2.9,N
6,P.J. Walker,QB,CLE,SF,12.2,3.78,N
7,Christian McCaffrey,RB,SF,MIN,23.4,22.6,N
7,Austin Ekeler,RB,LAC,KC,18.7,5.6,N
7,Travis Kelce,TE,KC,LAC,18.3,35.9,N
7,Tyreek Hill,WR,MIA,PHI,24.3,25.8,N
7,Bijan Robinson,RB,ATL,TB,15.6,0.3,Y
7,Davante Adams,WR,LV,CHI,16.2,12.7,N
7,Saquon Barkley,RB,NYG,WAS,18.2,18.8,N
7,Stefon Diggs,WR,BUF,NE,19.5,17.8,N
7,Patrick Mahomes,QB,KC,LAC,22.8,33.86,N
7,Cooper Kupp,WR,LAR,PIT,20.7,6.9,N
7,Josh Jacobs,RB,LV,CHI,17.8,5.1,N
7,A.J. Brown,WR,PHI,MIA,18.9,29.7,N
7,Josh Allen,QB,BUF,NE,19.7,24.3,N
7,Amon-Ra St. Brown,WR,DET,BAL,18.1,23.2,N
7,Jalen Hurts,QB,PHI,MIA,23.5,23.26,N
7,Jaylen Waddle,WR,MIA,PHI,16.6,12.3,N
7,Travis Etienne Jr.,RB,JAX,NO,16.3,22.7,N
7,Chris Olave,WR,NO,JAX,14.2,12.7,N
7,DeVonta Smith,WR,PHI,MIA,14.7,8.9,N
7,Lamar Jackson,QB,BAL,DET,19.1,33.88,N
7,Aaron Jones,RB,GB,DEN,15.7,8.7,N
7,Jahmyr Gibbs,RB,DET,BAL,15.9,27.6,N
7,Mark Andrews,TE,BAL,DET,12.5,22.3,N
7,Rhamondre Stevenson,RB,NE,BUF,12.6,14.5,N
7,Calvin Ridley,WR,JAX,NO,14,1.5,N
7,Keenan Allen,WR,LAC,KC,19,9.5,N
7,Amari Cooper,WR,CLE,IND,12.8,4.2,N
7,Justin Herbert,QB,LAC,KC,18.9,10.86,N
7,T.J. Hockenson,TE,MIN,SF,14.3,19.6,N
7,Darren Waller,TE,NYG,WAS,10.8,22.8,N
7,Christian Watson,WR,GB,DEN,12.5,5.7,N
7,George Kittle,TE,SF,MIN,10.4,13,N
7,Kenneth Walker III,RB,SEA,ARI,20.9,13.1,N
7,Alvin Kamara,RB,NO,JAX,16.7,29.3,N
7,Rachaad White,RB,TB,ATL,11.8,15.9,N
7,Diontae Johnson,WR,PIT,LAR,12.6,12.9,N
7,Alexander Mattison,RB,MIN,SF,12.6,6.2,N
7,D.J. Moore,WR,CHI,LV,13.7,13.4,N
7,Chris Godwin,WR,TB,ATL,12.2,12.6,N
7,Trevor Lawrence,QB,JAX,NO,15.1,18.06,N
7,James Cook,RB,BUF,NE,12.8,19.2,N
7,Dallas Goedert,TE,PHI,MIA,12,18.7,N
7,Mike Evans,WR,TB,ATL,15.9,20.2,N
7,Terry McLaurin,WR,WAS,NYG,13.1,15,N
7,Deshaun Watson,QB,CLE,IND,16.3,-1.8,Y
7,Jonathan Taylor,RB,IND,CLE,13.2,21,N
7,Tyler Lockett,WR,SEA,ARI,14.8,7.8,N
7,Isiah Pacheco,RB,KC,LAC,16.2,16,N
7,Brandon Aiyuk,WR,SF,MIN,15.9,10.7,N
7,Jerry Jeudy,WR,DEN,GB,10.6,11.4,N
7,Drake London,WR,ATL,TB,12.4,11.4,N
7,George Pickens,WR,PIT,LAR,12.4,15.7,N
7,Evan Engram,TE,JAX,NO,10.6,9.5,N
7,Marquise Brown,WR,ARI,SEA,14.9,7.9,N
7,Christian Kirk,WR,JAX,NO,13.3,19,N
7,Kirk Cousins,QB,MIN,SF,15.7,21.02,N
7,D'Andre Swift,RB,PHI,MIA,15.8,10.5,N
7,Michael Pittman Jr.,WR,IND,CLE,14,16.3,N
7,Courtland Sutton,WR,DEN,GB,12.2,19.6,N
7,Jaxon Smith-Njigba,WR,SEA,ARI,10.7,16.3,N
7,Brian Robinson Jr.,RB,WAS,NYG,11.6,8.3,N
7,Geno Smith,QB,SEA,ARI,16.8,13.76,N
7,Russell Wilson,QB,DEN,GB,16.2,13.86,N
7,Tua Tagovailoa,QB,MIA,PHI,20.3,10.34,N
7,Sam Howell,QB,WAS,NYG,15.6,9.46,N
7,Matthew Stafford,QB,LAR,PIT,15.2,14.04,N
7,Jared Goff,QB,DET,BAL,14.8,9.36,N
7,Jordan Love,QB,GB,DEN,17.8,15.3,N
7,Derek Carr,QB,NO,JAX,14.2,17.44,N
7,Mac Jones,QB,NE,BUF,11,19.98,N
7,Baker Mayfield,QB,TB,ATL,16,16.2,N
7,Kenny Pickett,QB,PIT,LAR,14.8,15.2,N
7,Brock Purdy,QB,SF,MIN,16.7,12.78,N
7,Desmond Ridder,QB,ATL,TB,13.3,13.8,N
7,Joshua Dobbs,QB,ARI,SEA,15.3,16.14,N
7,Raheem Mostert,RB,MIA,PHI,18.3,6.1,N
7,Michael Thomas,WR,NO,JAX,12,13.2,N
7,Jakobi Meyers,WR,LV,CHI,13.4,18,N
7,Kendrick Bourne,WR,NE,BUF,10.8,16.3,N
7,Zay Flowers,WR,BAL,DET,14.1,11.5,N
7,Puka Nacua,WR,LAR,PIT,16.1,23.4,N
7,Jordan Addison,WR,MIN,SF,13.9,31.3,N
7,Gardner Minshew,QB,IND,CLE,11.5,27.1,N
7,Jerome Ford,RB,CLE,IND,12.1,17.4,Y
7,Jaylen Warren,RB,PIT,LAR,10.3,10.1,N
7,Elijah Moore,WR,CLE,IND,10.8,9.9,N
7,Joshua Palmer,WR,LAC,KC,11.9,18.3,N
7,Sam LaPorta,TE,DET,BAL,12.3,11.2,N
7,Rashee Rice,WR,KC,LAC,10,17,N
7,Tyrod Taylor,QB,NYG,WAS,13.7,21.66,N
7,D'Onta Foreman,RB,CHI,LV,10.6,33,N
7,K.J. Osborn,WR,MIN,SF,12.1,9.7,N
7,Brian Hoyer,QB,LV,CHI,14,1.16,N
7,Tyson Bagent,QB,CHI,LV,12,12.88,N
7,Curtis Samuel,WR,WAS,NYG,10.1,6.5,N
8,Ja'Marr Chase,WR,CIN,SF,21.9,25.2,N
8,Christian McCaffrey,RB,SF,CIN,22.4,29.8,N
8,Austin Ekeler,RB,LAC,CHI,18.5,23.3,N
8,Travis Kelce,TE,KC,DEN,19.4,11.8,N
8,Tyreek Hill,WR,MIA,NE,22.3,25.2,N
8,Bijan Robinson,RB,ATL,TEN,16.2,12.2,N
8,Davante Adams,WR,LV,DET,17.8,2.1,N
8,Saquon Barkley,RB,NYG,NYJ,16.8,15.8,N
8,Derrick Henry,RB,TEN,ATL,13.7,16.2,N
8,Stefon Diggs,WR,BUF,TB,20.4,16,N
8,Patrick Mahomes,QB,KC,DEN,24.3,5.6,N
8,Cooper Kupp,WR,LAR,DAL,19.1,6.1,N
8,Tony Pollard,RB,DAL,LAR,19.1,6.5,N
8,CeeDee Lamb,WR,DAL,LAR,15.9,41,N
8,Garrett Wilson,WR,NYJ,NYG,14.5,17.6,N
8,Josh Jacobs,RB,LV,DET,16.3,16.8,N
8,A.J. Brown,WR,PHI,WAS,19.2,33,N
8,Josh Allen,QB,BUF,TB,21.3,29.06,N
8,Amon-Ra St. Brown,WR,DET,LV,17.6,16.8,N
8,Jalen Hurts,QB,PHI,WAS,22.8,27.36,N
8,Joe Mixon,RB,CIN,SF,13.6,20,N
8,DK Metcalf,WR,SEA,CLE,13.4,11.7,N
8,Jaylen Waddle,WR,MIA,NE,15.5,25.1,N
8,Tee Higgins,WR,CIN,SF,13.1,11.9,N
8,Travis Etienne Jr.,RB,JAX,PIT,18.3,25.9,N
8,Chris Olave,WR,NO,IND,14.8,9.6,N
8,Najee Harris,RB,PIT,JAX,10.2,10.5,N
8,DeVonta Smith,WR,PHI,WAS,12.9,22.9,N
8,Lamar Jackson,QB,BAL,ARI,23.5,11.98,N
8,Aaron Jones,RB,GB,MIN,13.5,8.6,N
8,Jahmyr Gibbs,RB,DET,LV,19.2,29.9,N
8,Joe Burrow,QB,CIN,SF,16.4,27.62,N
8,Mark Andrews,TE,BAL,ARI,12.9,14,N
8,Rhamondre Stevenson,RB,NE,MIA,13.9,7,N
8,Calvin Ridley,WR,JAX,PIT,12.7,14.3,N
8,Keenan Allen,WR,LAC,CHI,18,14.9,N
8,Dameon Pierce,RB,HOU,CAR,10.9,4.6,N
8,Amari Cooper,WR,CLE,SEA,11.9,14.9,N
8,Justin Herbert,QB,LAC,CHI,19.7,24.02,N
8,T.J. Hockenson,TE,MIN,GB,15.2,20.8,N
8,Darren Waller,TE,NYG,NYJ,11.6,1.4,Y
8,Christian Watson,WR,GB,MIN,12.1,6.3,N
8,DeAndre Hopkins,WR,TEN,ATL,12.7,34.8,N
8,Breece Hall,RB,NYJ,NYG,15.7,21.3,N
8,George Kittle,TE,SF,CIN,11.3,23.9,N
8,Kenneth Walker III,RB,SEA,CLE,16.1,8,N
8,Alvin Kamara,RB,NO,IND,17.9,27,N
8,Rachaad White,RB,TB,BUF,12.7,17.9,N
8,Diontae Johnson,WR,PIT,JAX,12.7,16.5,N
8,Alexander Mattison,RB,MIN,GB,12.3,4.3,N
8,D.J. Moore,WR,CHI,LAC,16.9,9.5,N
8,Chris Godwin,WR,TB,BUF,14,17.8,N
8,Miles Sanders,RB,CAR,HOU,11.7,0,N
8,Trevor Lawrence,QB,JAX,PIT,16.9,14.68,N
8,James Cook,RB,BUF,TB,13.3,8.3,N
8,Dallas Goedert,TE,PHI,WAS,10.7,7.6,N
8,Mike Evans,WR,TB,BUF,16.9,12.9,N
8,Terry McLaurin,WR,WAS,PHI,14.4,17.3,N
8,Jonathan Taylor,RB,IND,NO,18.6,10.7,N
8,Tyler Lockett,WR,SEA,CLE,11.7,22.1,N
8,Javonte Williams,RB,DEN,KC,11.7,18.8,N
8,Isiah Pacheco,RB,KC,DEN,17.1,6.7,N
8,Brandon Aiyuk,WR,SF,CIN,15.8,15.9,N
8,Jerry Jeudy,WR,DEN,KC,11.3,13,N
8,Drake London,WR,ATL,TEN,11.7,10.5,Y
8,George Pickens,WR,PIT,JAX,13.1,9.2,N
8,Evan Engram,TE,JAX,PIT,10.8,16.8,N
8,Marquise Brown,WR,ARI,BAL,13.4,15.3,N
8,Christian Kirk,WR,JAX,PIT,13.8,8.6,N
8,Kirk Cousins,QB,MIN,GB,17.4,19.86,Y
8,D'Andre Swift,RB,PHI,WAS,15.7,14.4,N
8,Michael Pittman Jr.,WR,IND,NO,13.2,18,N
8,Dak Prescott,QB,DAL,LAR,16.6,28.06,N
8,Courtland Sutton,WR,DEN,KC,12.5,10.9,N
8,Geno Smith,QB,SEA,CLE,13.8,13.86,N
8,Russell Wilson,QB,DEN,KC,15.5,17.56,N
8,Tua Tagovailoa,QB,MIA,NE,18.9,21.76,N
8,Sam Howell,QB,WAS,PHI,15.5,30.98,N
8,Matthew Stafford,QB,LAR,DAL,14.8,11.38,Y
8,Jared Goff,QB,DET,LV,16,12.68,N
8,Jimmy Garoppolo,QB,LV,DET,13.5,4.24,N
8,Jordan Love,QB,GB,MIN,14.9,14.56,N
8,Derek Carr,QB,NO,IND,14.2,18.3,N
8,Mac Jones,QB,NE,MIA,13.4,12.24,N
8,Baker Mayfield,QB,TB,BUF,16.2,21.38,N
8,Kenny Pickett,QB,PIT,JAX,14.1,3.92,Y
8,Bryce Young,QB,CAR,HOU,14.1,14.5,N
8,Brock Purdy,QB,SF,CIN,16.8,18.3,N
8,C.J. Stroud,QB,HOU,CAR,17.8,12.9,N
8,Desmond Ridder,QB,ATL,TEN,13.9,3.44,N
8,Joshua Dobbs,QB,ARI,BAL,13.7,22.92,N
8,Raheem Mostert,RB,MIA,NE,17.1,10.6,N
8,Michael Thomas,WR,NO,IND,11.2,10.8,N
8,Jakobi Meyers,WR,LV,DET,15.8,2.9,N
8,Nico Collins,WR,HOU,CAR,13.5,7,N
8,Kendrick Bourne,WR,NE,MIA,10.6,12.6,Y
8,Zach Wilson,QB,NYJ,NYG,12.6,12.1,N
8,Zay Flowers,WR,BAL,ARI,14.6,6.9,N
8,Puka Nacua,WR,LAR,DAL,17.2,7.3,N
8,Jordan Addison,WR,MIN,GB,14.9,21.4,N
8,Gardner Minshew,QB,IND,NO,13.1,14.82,N
8,Gus Edwards,RB,BAL,ARI,11.8,29.4,N
8,Roschon Johnson,RB,CHI,LAC,10,6.1,N
8,Adam Thielen,WR,CAR,HOU,17.2,15.2,N
